,Order_ID,Ship_Mode,Ship_Date,Ship_id,Ship_Year,Ship_Month,Ord_id,Prod_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Product_Category,Product_Sub_Category,Customer_Name,Province,Region,Customer_Segment,Order_Date,Order_Priority,Order_Month,Order_Year,Duration
1589,8834,REGULAR AIR,2010-09-11,SHP_1446,2010,9,Ord_1047,Prod_17,Cust_1145,6688.11,0.08,45,2872.88,13.99,0.38,TECHNOLOGY,OFFICE MACHINES,KEN LONSDALE,NEW BRUNSWICK,ATLANTIC,CONSUMER,2010-08-11,HIGH,8,2010,0
1590,9155,REGULAR AIR,2012-08-31,SHP_1447,2012,8,Ord_1048,Prod_3,Cust_401,518.8,0.1,17,54.63,11.63,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2012-08-30,CRITICAL,8,2012,1
1591,9668,REGULAR AIR,2009-08-09,SHP_1448,2009,8,Ord_1049,Prod_3,Cust_397,42.67,0.06,10,-12.72,2.99,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2009-06-09,LOW,6,2009,0
1592,10242,REGULAR AIR,2010-12-13,SHP_1449,2010,12,Ord_1050,Prod_5,Cust_402,690.88,0.08,32,119.25,7.58,0.51,FURNITURE,OFFICE FURNISHINGS,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-12,MEDIUM,12,2010,1
1593,12292,REGULAR AIR,2012-02-06,SHP_1450,2012,2,Ord_1051,Prod_8,Cust_401,824.24,0.1,32,-127.23,5.89,0.75,TECHNOLOGY,COMPUTER PERIPHERALS,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2012-02-06,NOT SPECIFIED,2,2012,0
1594,14503,EXPRESS AIR,2011-06-02,SHP_1451,2011,6,Ord_1052,Prod_3,Cust_398,438.47,0.02,14,157.89,2.99,0.35,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2011-05-02,NOT SPECIFIED,5,2011,0
1595,15109,REGULAR AIR,2010-12-17,SHP_1452,2010,12,Ord_1053,Prod_8,Cust_402,230.72,0.08,11,-68.76,5.99,0.65,TECHNOLOGY,COMPUTER PERIPHERALS,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,12,2010,3
1596,15109,REGULAR AIR,2010-12-16,SHP_1453,2010,12,Ord_1053,Prod_13,Cust_402,88.7,0.06,33,-89.13,4.28,0.44,OFFICE SUPPLIES,PENS & ART SUPPLIES,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,12,2010,2
1597,15109,REGULAR AIR,2010-12-16,SHP_1453,2010,12,Ord_1053,Prod_6,Cust_402,293.47,0.06,45,-205.38,8.4,0.37,OFFICE SUPPLIES,PAPER,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,12,2010,2
1598,15109,REGULAR AIR,2010-12-16,SHP_1453,2010,12,Ord_1053,Prod_1,Cust_402,142.15,0.09,10,-58.18,9.37,0.56,OFFICE SUPPLIES,STORAGE & ORGANIZATION,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,12,2010,2
1599,15109,REGULAR AIR,2010-12-15,SHP_1454,2010,12,Ord_1053,Prod_16,Cust_402,262.78,0.04,23,19.36,3.37,0.57,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,12,2010,1
1600,15142,REGULAR AIR,2012-06-04,SHP_1455,2012,6,Ord_1054,Prod_3,Cust_391,330.22,0.07,21,-51.72,10.91,0.36,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2012-04-04,NOT SPECIFIED,4,2012,0
1601,15332,REGULAR AIR,2010-01-06,SHP_1456,2010,1,Ord_1055,Prod_3,Cust_402,321.71,0.1,6,-2.73,16.11,0.39,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-05-30,NOT SPECIFIED,5,2010,-24
1602,15872,DELIVERY TRUCK,2012-10-30,SHP_1457,2012,10,Ord_1056,Prod_2,Cust_395,5198.12,0.01,48,1481.67,15.66,0.57,OFFICE SUPPLIES,APPLIANCES,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-10-30,NOT SPECIFIED,10,2012,0
1603,15872,REGULAR AIR,2012-01-11,SHP_1458,2012,1,Ord_1056,Prod_6,Cust_395,188.53,0.0,23,-27.49,5.96,0.38,OFFICE SUPPLIES,PAPER,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-10-30,NOT SPECIFIED,10,2012,-19
1604,15872,REGULAR AIR,2012-10-31,SHP_1459,2012,10,Ord_1056,Prod_6,Cust_395,718.41,0.1,19,23.94,17.48,0.36,OFFICE SUPPLIES,PAPER,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-10-30,NOT SPECIFIED,10,2012,1
1605,16032,REGULAR AIR,2009-12-12,SHP_1460,2009,12,Ord_1057,Prod_5,Cust_403,436.98,0.07,35,75.61,4.98,0.48,FURNITURE,OFFICE FURNISHINGS,BRIAN THOMPSON,MANITOBA,PRARIE,HOME OFFICE,2009-05-12,LOW,5,2009,0
1606,16165,EXPRESS AIR,2010-07-24,SHP_1461,2010,7,Ord_1058,Prod_8,Cust_404,136.68,0.01,4,-125.16,4.0,0.75,TECHNOLOGY,COMPUTER PERIPHERALS,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-07-22,NOT SPECIFIED,7,2010,2
1607,16165,EXPRESS AIR,2010-07-23,SHP_1462,2010,7,Ord_1058,Prod_5,Cust_404,1452.48,0.07,24,376.52,10.84,0.63,FURNITURE,OFFICE FURNISHINGS,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-07-22,NOT SPECIFIED,7,2010,1
1608,16165,EXPRESS AIR,2010-07-22,SHP_1463,2010,7,Ord_1058,Prod_1,Cust_404,3555.29,0.09,19,183.28,19.99,0.71,OFFICE SUPPLIES,STORAGE & ORGANIZATION,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-07-22,NOT SPECIFIED,7,2010,0
1609,17632,REGULAR AIR,2010-02-22,SHP_1464,2010,2,Ord_1059,Prod_7,Cust_393,71.12,0.1,38,-21.89,0.7,0.83,OFFICE SUPPLIES,RUBBER BANDS,LIZ THOMPSON,MANITOBA,PRARIE,CORPORATE,2010-02-21,MEDIUM,2,2010,1
1610,19492,REGULAR AIR,2010-12-14,SHP_1465,2010,12,Ord_1060,Prod_5,Cust_405,691.09,0.08,9,364.03,19.99,0.43,FURNITURE,OFFICE FURNISHINGS,JASON GROSS,MANITOBA,PRARIE,SMALL BUSINESS,2010-12-12,HIGH,12,2010,2
1611,19492,REGULAR AIR,2010-12-13,SHP_1466,2010,12,Ord_1060,Prod_13,Cust_405,713.7,0.02,33,176.09,2.87,0.55,OFFICE SUPPLIES,PENS & ART SUPPLIES,JASON GROSS,MANITOBA,PRARIE,SMALL BUSINESS,2010-12-12,HIGH,12,2010,1
1612,20102,REGULAR AIR,2011-06-06,SHP_1467,2011,6,Ord_1061,Prod_8,Cust_397,333.3,0.03,15,71.04,1.99,0.43,TECHNOLOGY,COMPUTER PERIPHERALS,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2011-05-06,HIGH,5,2011,0
1613,21863,REGULAR AIR,2010-11-22,SHP_1468,2010,11,Ord_1062,Prod_3,Cust_397,85.77,0.03,27,-102.02,5.44,0.36,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2010-11-21,NOT SPECIFIED,11,2010,1
1614,21863,REGULAR AIR,2010-11-22,SHP_1468,2010,11,Ord_1062,Prod_3,Cust_397,149.31,0.0,13,7.77,5.14,0.36,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2010-11-21,NOT SPECIFIED,11,2010,1
1615,21894,REGULAR AIR,2011-12-20,SHP_1469,2011,12,Ord_1063,Prod_6,Cust_406,54.3,0.1,6,1.27,2.03,0.37,OFFICE SUPPLIES,PAPER,KATRINA BAVINGER,MANITOBA,PRARIE,CONSUMER,2011-12-18,CRITICAL,12,2011,2
1616,22022,DELIVERY TRUCK,2010-04-04,SHP_1470,2010,4,Ord_1064,Prod_17,Cust_404,1409.86,0.07,1,-3461.12,29.7,0.57,TECHNOLOGY,OFFICE MACHINES,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-03-04,CRITICAL,3,2010,0
1617,22663,DELIVERY TRUCK,2012-11-01,SHP_1471,2012,11,Ord_1065,Prod_15,Cust_407,9843.11,0.07,35,-384.6,57.0,0.78,FURNITURE,CHAIRS & CHAIRMATS,MARIA BERTELSON,MANITOBA,PRARIE,CORPORATE,2012-11-01,LOW,11,2012,0
1618,22663,DELIVERY TRUCK,2012-01-16,SHP_1472,2012,1,Ord_1065,Prod_17,Cust_407,7190.06,0.08,15,1908.45,28.14,0.38,TECHNOLOGY,OFFICE MACHINES,MARIA BERTELSON,MANITOBA,PRARIE,CORPORATE,2012-11-01,LOW,11,2012,15
1619,23713,REGULAR AIR,2012-01-12,SHP_1473,2012,1,Ord_1066,Prod_4,Cust_406,3701.5205,0.05,38,894.06,5.92,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,KATRINA BAVINGER,MANITOBA,PRARIE,CONSUMER,2012-11-28,NOT SPECIFIED,11,2012,-16
1620,24358,REGULAR AIR,2009-05-16,SHP_1474,2009,5,Ord_1067,Prod_1,Cust_397,7333.45,0.07,27,-207.28,35.0,0.8,OFFICE SUPPLIES,STORAGE & ORGANIZATION,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2009-05-16,CRITICAL,5,2009,0
1621,24386,REGULAR AIR,2012-06-28,SHP_1475,2012,6,Ord_1068,Prod_8,Cust_398,503.08,0.01,12,-102.74,6.5,0.74,TECHNOLOGY,COMPUTER PERIPHERALS,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2012-06-26,HIGH,6,2012,2
1622,24386,REGULAR AIR,2012-06-28,SHP_1475,2012,6,Ord_1068,Prod_8,Cust_398,4256.51,0.03,41,1653.96,7.18,0.46,TECHNOLOGY,COMPUTER PERIPHERALS,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2012-06-26,HIGH,6,2012,2
1623,24386,EXPRESS AIR,2012-06-27,SHP_1476,2012,6,Ord_1068,Prod_12,Cust_398,76.94,0.0,15,29.67,0.99,0.39,OFFICE SUPPLIES,LABELS,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2012-06-26,HIGH,6,2012,1
1624,24899,REGULAR AIR,2011-08-22,SHP_1477,2011,8,Ord_1069,Prod_13,Cust_402,252.99,0.08,37,28.76,2.35,0.47,OFFICE SUPPLIES,PENS & ART SUPPLIES,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2011-08-20,NOT SPECIFIED,8,2011,2
1625,25473,DELIVERY TRUCK,2012-10-16,SHP_1478,2012,10,Ord_1070,Prod_17,Cust_400,17304.85,0.05,36,7434.48,28.14,0.38,TECHNOLOGY,OFFICE MACHINES,MARY ZEWE,MANITOBA,PRARIE,CORPORATE,2012-10-14,HIGH,10,2012,2
1626,25473,REGULAR AIR,2012-10-17,SHP_1479,2012,10,Ord_1070,Prod_6,Cust_400,794.32,0.08,20,67.61,17.48,0.36,OFFICE SUPPLIES,PAPER,MARY ZEWE,MANITOBA,PRARIE,CORPORATE,2012-10-14,HIGH,10,2012,3
1627,25638,REGULAR AIR,2009-07-08,SHP_1480,2009,7,Ord_1071,Prod_6,Cust_408,115.45,0.07,12,23.53,2.06,0.39,OFFICE SUPPLIES,PAPER,IVAN GIBSON,MANITOBA,PRARIE,CORPORATE,2009-06-08,HIGH,6,2009,0
1628,25638,REGULAR AIR,2009-07-08,SHP_1480,2009,7,Ord_1071,Prod_8,Cust_408,163.89,0.02,31,-108.55,4.93,0.66,TECHNOLOGY,COMPUTER PERIPHERALS,IVAN GIBSON,MANITOBA,PRARIE,CORPORATE,2009-06-08,HIGH,6,2009,0
1629,26016,REGULAR AIR,2009-09-10,SHP_1481,2009,9,Ord_1072,Prod_8,Cust_401,154.94,0.09,2,-358.43,4.0,0.76,TECHNOLOGY,COMPUTER PERIPHERALS,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2009-07-10,HIGH,7,2009,0
1630,26016,EXPRESS AIR,2009-09-10,SHP_1482,2009,9,Ord_1072,Prod_4,Cust_401,1642.642,0.08,44,314.84,4.99,0.56,TECHNOLOGY,TELEPHONES AND COMMUNICATION,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2009-07-10,HIGH,7,2009,0
1631,26182,DELIVERY TRUCK,2010-01-16,SHP_1483,2010,1,Ord_157,Prod_15,Cust_409,770.76,0.08,4,-192.51,23.76,0.58,FURNITURE,CHAIRS & CHAIRMATS,DOUG BICKFORD,ONTARIO,ONTARIO,CORPORATE,2010-01-16,NOT SPECIFIED,1,2010,0
1632,26691,REGULAR AIR,2012-04-08,SHP_1484,2012,4,Ord_1073,Prod_3,Cust_410,270.43,0.07,37,-83.16,6.16,0.35,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,LIZ THOMPSON,ONTARIO,ONTARIO,CORPORATE,2012-03-08,NOT SPECIFIED,3,2012,0
1633,27015,REGULAR AIR,2011-12-31,SHP_1485,2011,12,Ord_1074,Prod_2,Cust_411,1339.25,0.03,24,142.51,13.22,0.56,OFFICE SUPPLIES,APPLIANCES,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2011-12-31,LOW,12,2011,0
1634,27840,DELIVERY TRUCK,2009-04-07,SHP_1486,2009,4,Ord_1075,Prod_10,Cust_411,1209.37,0.09,8,-407.85,66.27,0.65,FURNITURE,BOOKCASES,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2009-03-07,HIGH,3,2009,0
1635,28130,EXPRESS AIR,2009-03-08,SHP_1487,2009,3,Ord_1076,Prod_3,Cust_412,404.24,0.02,23,-76.99,13.18,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-07-30,LOW,7,2009,-22
1636,28130,EXPRESS AIR,2009-07-30,SHP_1488,2009,7,Ord_1076,Prod_5,Cust_412,1381.88,0.09,32,598.2,6.77,0.44,FURNITURE,OFFICE FURNISHINGS,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-07-30,LOW,7,2009,0
1637,28290,EXPRESS AIR,2009-01-14,SHP_1489,2009,1,Ord_1077,Prod_8,Cust_411,1307.35,0.05,43,-154.24,8.65,0.74,TECHNOLOGY,COMPUTER PERIPHERALS,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2009-10-01,LOW,10,2009,13
1638,28290,EXPRESS AIR,2009-12-01,SHP_1490,2009,12,Ord_1077,Prod_1,Cust_411,523.58,0.01,3,-179.36,19.99,0.66,OFFICE SUPPLIES,STORAGE & ORGANIZATION,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2009-10-01,LOW,10,2009,0
1639,29927,REGULAR AIR,2012-08-11,SHP_1491,2012,8,Ord_1078,Prod_3,Cust_413,257.97,0.03,19,33.18,4.98,0.4,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BRUCE STEWART,ONTARIO,ONTARIO,CORPORATE,2012-07-11,HIGH,7,2012,0
1640,29953,REGULAR AIR,2011-10-02,SHP_1492,2011,10,Ord_1079,Prod_3,Cust_414,619.77,0.02,42,50.24,7.17,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BRIAN THOMPSON,ONTARIO,ONTARIO,HOME OFFICE,2011-07-02,CRITICAL,7,2011,0
1641,31238,EXPRESS AIR,2010-08-24,SHP_1493,2010,8,Ord_1080,Prod_2,Cust_415,7512.03,0.09,21,2017.64,19.99,0.57,OFFICE SUPPLIES,APPLIANCES,JOSEPH AIRDO,ONTARIO,ONTARIO,CORPORATE,2010-08-22,MEDIUM,8,2010,2
1642,32067,REGULAR AIR,2012-03-13,SHP_1494,2012,3,Ord_1081,Prod_4,Cust_416,2853.8835,0.06,27,492.24,7.69,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2012-12-03,HIGH,12,2012,10
1643,32198,REGULAR AIR,2011-09-11,SHP_1495,2011,9,Ord_1082,Prod_8,Cust_417,240.63,0.02,31,-117.92,5.53,0.69,TECHNOLOGY,COMPUTER PERIPHERALS,JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,2011-09-11,MEDIUM,9,2011,0
1644,32231,REGULAR AIR,2012-05-11,SHP_1496,2012,5,Ord_1083,Prod_13,Cust_418,192.33,0.01,44,48.54,1.2,0.44,OFFICE SUPPLIES,PENS & ART SUPPLIES,KEN LONSDALE,ONTARIO,ONTARIO,CONSUMER,2012-01-11,LOW,1,2012,0
1645,32452,REGULAR AIR,2011-07-19,SHP_1497,2011,7,Ord_1084,Prod_12,Cust_417,8.6,0.09,3,-2.03,0.5,0.39,OFFICE SUPPLIES,LABELS,JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,2011-07-18,MEDIUM,7,2011,1
1646,32998,DELIVERY TRUCK,2010-09-30,SHP_1498,2010,9,Ord_1085,Prod_10,Cust_412,1663.83,0.1,13,-484.64,54.74,0.69,FURNITURE,BOOKCASES,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2010-09-29,NOT SPECIFIED,9,2010,1
1647,33091,REGULAR AIR,2011-01-27,SHP_1499,2011,1,Ord_1086,Prod_6,Cust_419,265.35,0.02,24,-128.69,11.59,0.4,OFFICE SUPPLIES,PAPER,ROBERT WALDORF,ONTARIO,ONTARIO,HOME OFFICE,2011-01-25,HIGH,1,2011,2
1648,33250,REGULAR AIR,2009-06-27,SHP_1500,2009,6,Ord_1087,Prod_2,Cust_412,7381.19,0.04,40,2998.88,0.99,0.56,OFFICE SUPPLIES,APPLIANCES,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-06-25,NOT SPECIFIED,6,2009,2
1649,33378,REGULAR AIR,2012-04-28,SHP_1501,2012,4,Ord_1088,Prod_9,Cust_417,945.36,0.1,25,219.85,9.83,0.4,OFFICE SUPPLIES,ENVELOPES,JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,2012-04-27,HIGH,4,2012,1
1650,33889,DELIVERY TRUCK,2010-11-11,SHP_1502,2010,11,Ord_1089,Prod_2,Cust_416,9046.33,0.0,46,1398.03,55.24,0.57,OFFICE SUPPLIES,APPLIANCES,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-06-11,LOW,6,2010,0
1651,33889,REGULAR AIR,2010-11-13,SHP_1503,2010,11,Ord_1089,Prod_2,Cust_416,367.96,0.06,43,-16.11,3.5,0.58,OFFICE SUPPLIES,APPLIANCES,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-06-11,LOW,6,2010,2
1652,33889,REGULAR AIR,2010-10-11,SHP_1504,2010,10,Ord_1089,Prod_9,Cust_416,159.05,0.04,27,21.46,2.5,0.36,OFFICE SUPPLIES,ENVELOPES,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-06-11,LOW,6,2010,0
1653,33889,REGULAR AIR,2010-08-11,SHP_1505,2010,8,Ord_1089,Prod_12,Cust_416,116.14,0.01,39,50.44,0.5,0.36,OFFICE SUPPLIES,LABELS,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-06-11,LOW,6,2010,0
1654,34567,DELIVERY TRUCK,2009-04-30,SHP_1506,2009,4,Ord_1090,Prod_15,Cust_420,3344.11,0.03,18,588.54,26.2,0.59,FURNITURE,CHAIRS & CHAIRMATS,KATRINA BAVINGER,ONTARIO,ONTARIO,CONSUMER,2009-04-26,LOW,4,2009,4
1655,36163,REGULAR AIR,2012-05-11,SHP_1507,2012,5,Ord_1091,Prod_3,Cust_421,463.0,0.07,32,24.61,7.17,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,2012-05-11,LOW,5,2012,0
1656,36449,REGULAR AIR,2010-05-09,SHP_1508,2010,5,Ord_1092,Prod_5,Cust_413,90.75,0.02,6,-26.39,14.37,0.73,FURNITURE,OFFICE FURNISHINGS,BRUCE STEWART,ONTARIO,ONTARIO,CORPORATE,2010-05-09,NOT SPECIFIED,5,2010,0
1657,36675,REGULAR AIR,2011-06-07,SHP_1509,2011,6,Ord_1093,Prod_13,Cust_422,113.09,0.04,39,29.76,0.81,0.4,OFFICE SUPPLIES,PENS & ART SUPPLIES,CHRISTINE SUNDARESAM,ONTARIO,ONTARIO,SMALL BUSINESS,2011-03-07,HIGH,3,2011,0
1658,37862,REGULAR AIR,2009-01-15,SHP_1510,2009,1,Ord_1094,Prod_2,Cust_412,1603.27,0.01,27,452.49,3.99,0.57,OFFICE SUPPLIES,APPLIANCES,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-12-01,NOT SPECIFIED,12,2009,14
1659,38240,REGULAR AIR,2009-12-19,SHP_1511,2009,12,Ord_1095,Prod_3,Cust_418,41.53,0.04,4,-15.53,6.19,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,KEN LONSDALE,ONTARIO,ONTARIO,CONSUMER,2009-12-19,HIGH,12,2009,0
1660,38693,REGULAR AIR,2011-06-21,SHP_1512,2011,6,Ord_1096,Prod_14,Cust_423,2222.61,0.02,3,196.08,24.49,0.41,TECHNOLOGY,COPIERS AND FAX,LYCORIS SAUNDERS,ONTARIO,ONTARIO,HOME OFFICE,2011-06-14,LOW,6,2011,7
1661,38917,REGULAR AIR,2010-11-28,SHP_1513,2010,11,Ord_1097,Prod_4,Cust_417,618.1965,0.02,11,-132.53,8.8,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,2010-11-21,LOW,11,2010,7
1662,39015,DELIVERY TRUCK,2009-06-12,SHP_1514,2009,6,Ord_1098,Prod_17,Cust_424,5236.14,0.05,13,567.59,12.06,0.56,TECHNOLOGY,OFFICE MACHINES,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,2009-06-12,MEDIUM,6,2009,0
1663,39015,REGULAR AIR,2009-06-12,SHP_1515,2009,6,Ord_1098,Prod_6,Cust_424,74.02,0.07,11,-28.45,5.74,0.37,OFFICE SUPPLIES,PAPER,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,2009-06-12,MEDIUM,6,2009,0
1664,39265,REGULAR AIR,2010-08-05,SHP_1516,2010,8,Ord_1099,Prod_13,Cust_425,198.08,0.02,47,32.69,0.94,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,DOROTHY DICKINSON,ONTARIO,ONTARIO,CORPORATE,2010-07-05,CRITICAL,7,2010,0
1665,40962,REGULAR AIR,2011-02-21,SHP_1517,2011,2,Ord_1100,Prod_4,Cust_426,3276.9965,0.0,30,653.06,8.99,0.59,TECHNOLOGY,TELEPHONES AND COMMUNICATION,MARY ZEWE,ONTARIO,ONTARIO,CORPORATE,2011-02-20,CRITICAL,2,2011,1
1666,40962,REGULAR AIR,2011-02-21,SHP_1517,2011,2,Ord_1100,Prod_2,Cust_426,1553.66,0.03,28,547.48,0.99,0.57,OFFICE SUPPLIES,APPLIANCES,MARY ZEWE,ONTARIO,ONTARIO,CORPORATE,2011-02-20,CRITICAL,2,2011,1
1667,41059,EXPRESS AIR,2010-09-14,SHP_1518,2010,9,Ord_1101,Prod_3,Cust_424,363.16,0.08,26,3.92,7.27,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,2010-09-14,MEDIUM,9,2010,0
1668,41059,REGULAR AIR,2010-09-15,SHP_1519,2010,9,Ord_1101,Prod_17,Cust_424,12571.63,0.09,45,5455.96,13.99,0.39,TECHNOLOGY,OFFICE MACHINES,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,2010-09-14,MEDIUM,9,2010,1
1669,41059,EXPRESS AIR,2010-09-16,SHP_1520,2010,9,Ord_1101,Prod_13,Cust_424,128.86,0.0,21,24.53,1.2,0.55,OFFICE SUPPLIES,PENS & ART SUPPLIES,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,2010-09-14,MEDIUM,9,2010,2
1670,41059,DELIVERY TRUCK,2010-09-15,SHP_1521,2010,9,Ord_1101,Prod_11,Cust_424,17884.53,0.04,45,2357.86,42.52,0.71,FURNITURE,TABLES,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,2010-09-14,MEDIUM,9,2010,1
1671,41664,REGULAR AIR,2011-04-12,SHP_1522,2011,4,Ord_1102,Prod_8,Cust_427,54.8,0.0,5,-15.3,1.99,0.43,TECHNOLOGY,COMPUTER PERIPHERALS,JANET MOLINARI,ONTARIO,ONTARIO,CORPORATE,2011-04-12,CRITICAL,4,2011,0
1672,41664,REGULAR AIR,2011-06-12,SHP_1523,2011,6,Ord_1102,Prod_13,Cust_427,1038.19,0.07,40,230.69,4.08,0.57,OFFICE SUPPLIES,PENS & ART SUPPLIES,JANET MOLINARI,ONTARIO,ONTARIO,CORPORATE,2011-04-12,CRITICAL,4,2011,0
1673,42596,REGULAR AIR,2012-08-16,SHP_1524,2012,8,Ord_1103,Prod_13,Cust_410,51.75,0.05,9,4.16,0.7,0.6,OFFICE SUPPLIES,PENS & ART SUPPLIES,LIZ THOMPSON,ONTARIO,ONTARIO,CORPORATE,2012-08-14,MEDIUM,8,2012,2
1674,43424,EXPRESS AIR,2011-08-20,SHP_1525,2011,8,Ord_1104,Prod_2,Cust_411,772.56,0.04,34,143.87,4.5,0.55,OFFICE SUPPLIES,APPLIANCES,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2011-08-18,NOT SPECIFIED,8,2011,2
1675,43808,REGULAR AIR,2011-01-13,SHP_1526,2011,1,Ord_1105,Prod_5,Cust_422,108.73,0.04,16,-22.21,5.22,0.6,FURNITURE,OFFICE FURNISHINGS,CHRISTINE SUNDARESAM,ONTARIO,ONTARIO,SMALL BUSINESS,2011-06-01,LOW,6,2011,12
1676,45218,REGULAR AIR,2009-12-05,SHP_1527,2009,12,Ord_1106,Prod_8,Cust_419,309.46,0.08,49,-82.64,2.74,0.71,TECHNOLOGY,COMPUTER PERIPHERALS,ROBERT WALDORF,ONTARIO,ONTARIO,HOME OFFICE,2009-10-05,LOW,10,2009,0
